alunos_ativos,adesao,taxa_de_leitura,qtd_msgs_enviadas_por_aluno_por_dia,meses,churn
1402,0.9999906282801019,0.77,6.53,24,0
45,0.99550011,0.9033191312282066,8.81,25,0
192,0.9977230055885097,0.960082459962056,14.96,23,0
910,1,0.8106445726903,12.05,24,0
1336,0.996252553757059,0.75,7.21,24,0
456,0.9953094,0.84,11.28,24,0
654,0.9911709093,0.6696014404987306,16.03,24,0
37,0.99061,0.86,14.4,24,0
440,0.988697073,0.845088881894015,22.14,23,0
604,0.997255724334078,0.7938540224106704,8.17,19,0
30,0.94644058,0.7365176302077,14.6,24,0
989,0.97731289058,0.58,5.96,23,0
638,1,0.87094,6.52,24,0
2510,0.973022,0.7613539557353302,7.72,21,0
807,0.964253005208067,0.72,7.53,13,0
1467,0.98250125096062,0.67304836026,10.87,12,0
215,0.98,0.85,9.76,24,0
309,0.97,0.60969072485049,6.74,23,0
447,0.97,0.7807067,8.33,23,0
160,0.993931360980907,0.785071981056,11.86,23,0
458,0.9784514502086,0.56,14.04,21,0
149,0.99,0.89,10.29,23,0
59,1,0.94,11.09,23,0
777,0.9852529086,0.5714459799795099,9.57,20,0
599,0.9352437175904068,0.79049,14.53,23,0
790,0.9727490331064,0.83,5.39,23,0
147,0.996939084,0.9168901028231509,9.74,23,0
280,0.999905,0.82,7.94,22,0
82,0.98399648204,0.842630964739083,26.81,23,0
831,0.9865081089,0.77235611753077,11.65,24,0
252,0.9878223687034,0.88,6.54,23,0
79,0.987537067,0.88,7.96,23,0
211,0.989728796456032,0.838229699643092,6.65,20,0
833,0.993026013046,0.692637911602,8.51,21,0
364,0.996841124906029,0.7,13.42,21,0
1901,0.97915863039,0.7186983393015,14.81,20,0
175,0.993208238591076,0.855910747032,5.6,23,0
438,0.994454949504,0.7994827358284027,3.61,23,0
476,1,0.6861722287076045,13.16,22,0
211,0.999073,0.8,7.58,21,0
227,0.9994757451632017,0.9,5.1,21,0
503,0.99,0.73,3.86,15,0
837,1,0.62953544005,6.31,19,0
675,1,0.7230304828557107,4.15,17,0
1346,0.98224084,0.58,8.45,19,0
1578,0.9833890872264701,0.51,6.56,15,0
435,1,0.7951180408822021,12.65,21,0
338,1,0.82061,8.44,21,0
441,0.9994930406600008,0.88425089,4.25,21,0
77,1,0.95115415082,16.27,21,0
514,0.965393062,0.71981040087,9.16,21,0
472,0.98949028,0.7560075,5.91,21,0
31,1,0.94150952035094,9.7,21,0
945,0.990887174067,0.75,4.7,12,0
2,1,0.738095238095,42,21,0
395,0.9999326961906044,0.93,14.17,21,0
172,0.9645786797286093,0.683344051094,14.45,20,0
87,0.9877314510038,0.934248435276078,6.43,16,0
564,0.9974371821048407,0.8284232386022,8.28,20,0
452,0.9761093,0.67,11.64,20,0
453,0.975411320133015,0.7023,5.5,20,0
247,0.9994054,0.83,5.69,20,0
33,0.9665189042124015,0.64,4.79,21,0
365,0.99,0.7966834437375601,22.41,16,0
218,0.99,0.76,4.28,19,0
488,0.9938607815003205,0.851498752825055,5.48,20,0
218,0.990230789043,0.77476567055,5.47,16,0
224,0.998957033,0.89,36.24,17,0
89,1,0.96,10.46,20,0
55,1,0.8940398401988017,10.71,20,0
82,0.98744755329039,0.87,11.08,20,0
455,0.993018,0.9,9.68,16,0
253,0.9997913509069,0.86,11.74,16,0
652,0.9978073354195104,0.798736172015,9.35,20,0
346,0.97,0.516072,11.07,19,0
533,0.99,0.80829038,8.72,19,0
451,0.9766304076107017,0.7786076,5.36,19,0
456,0.98824774058054,0.667648109047,10.04,19,0
309,0.83012272063,0.264772014,4.7,19,0
856,0.9950655489580059,0.7919087,7.84,16,0
523,0.9757715156053,0.62,5.79,19,0
188,0.995783253054,0.8712861353506,13.8,19,0
640,0.99,0.730093481031,10.72,16,0
825,0.98,0.69,10.61,18,0
142,1,0.8321760405485709,7.91,18,0
524,0.9998990762715809,0.88171523037,12.65,17,0
63,1,0.9223201942279102,5.6,18,0
329,1,0.8331548422423075,3.89,19,0
683,0.9427883524047,0.74,4.37,15,0
68,0.99864551084,0.8435012,9.47,16,0
50,0.96029,0.94,12.6,18,0
980,0.94,0.519319029,4.11,12,0
57,0.999765038,0.96,7.48,16,0
312,0.97,0.79011,7.39,17,0
602,1,0.80691063022,6.99,18,0
379,0.9753279899224052,0.8149025,9.52,15,0
90,0.991579062,0.798768046,11.42,18,0
341,0.99298342035,0.8397546280063,9.43,14,0
1736,0.9891654131991043,0.30336510250701504,15.65,16,0
612,0.9144065,0.6240047507833077,13.21,15,0
567,0.8742329074,0.59,5.21,13,0
572,0.93,0.706586089,4.41,13,0
2202,0.94394028399098,0.70516341087,7.96,18,0
475,0.996502599227096,0.8599750062,9.97,15,0
939,0.9839251099503035,0.64,7.93,16,0
1104,0.9691373406579005,0.59625683771016,10.68,15,0
242,1,0.79,10.34,17,0
795,0.9892176015,0.66024,8.75,17,0
235,0.87,0.4150252470020608,4.61,14,0
50,0.997368210442072,0.903,6.75,15,0
472,0.9887299310534308,0.8132091639031073,9.04,14,0
211,0.979959095,0.7643521414355305,10.61,15,0
224,1,0.89,12.38,15,0
321,0.9997965681052,0.89,16.91,16,0
1340,0.943174331099,0.6095720100224057,9.81,16,0
447,0.966792056,0.69764138105095,10.3,15,0
1893,0.93048832652082,0.5010506974091021,10.9,15,0
1748,1,0.836650131073,5.06,15,0
1089,0.99,0.5568289961413061,13.45,15,0
525,0.983063359035,0.8158315203316109,5.12,15,0
639,0.983609,0.7902,4.79,15,0
1254,0.992934484065,0.67,8.07,15,0
1031,0.9470256079,0.5718012,19.46,15,0
223,1,0.90066,8.51,15,0
302,0.9750416855829906,0.75865128647053,8.12,17,0
13,1,0.9364097726148304,5.87,18,0
391,0.996603068975059,0.860170637036,8.61,16,0
138,0.98,0.92,9.43,15,0
296,0.9596200726096,0.64164079,5.55,15,0
974,0.919178400062,0.717063,4.99,15,0
700,0.9949605951293907,0.68,4.25,15,0
331,0.899644094026,0.7086648505097,3.68,15,0
820,0.85027,0.216098024,7.71,15,0
1801,0.9923017588553051,0.8076696883062,7.46,15,0
1029,0.8938061845829106,0.7836068,3.67,15,0
417,1,0.85,9.59,17,0
385,0.9863759075,0.74,5.16,17,0
741,0.99,0.7249593241022,7.8,15,0
1408,0.981006,0.7615360662398029,11.36,16,0
121,0.9938046,0.9052,11.1,15,0
2460,0.9707598036,0.5078,7.16,15,0
493,0.99824913776095,0.8614648175118078,11.83,17,0
829,0.9803678408662405,0.64,5.21,15,0
194,1,0.93,15.89,16,0
156,0.974147495062,0.8672729346082,12.79,17,0
426,1,0.65,13.01,16,0
839,0.9134418487027,0.478346532127032,8.13,15,0
83,0.9971454999608079,0.9097,19.26,15,0
59,0.9963281797853902,0.88794077,18.77,15,0
67,0.997496048,0.9405138864363048,7.03,15,0
564,0.9695426078,0.73,8.36,15,0
353,0.9988624626997606,0.8373836559326047,10.96,15,0
653,0.9965551556107078,0.74,6.29,15,0
527,0.9851999809396051,0.722214203527019,5.67,15,0
243,0.8635507331218042,0.572624789580205,10.71,15,0
596,0.9950338499043,0.809777675812088,5.91,16,0
88,0.96,0.810762376092,6.77,15,0
315,1,0.8596483019,6.79,16,0
140,0.9991699368089,0.79,16.6,16,0
1085,0.991904860002061,0.6774304006024,5.75,16,0
283,1,0.8739719053,7.77,16,0
128,0.987441769072,0.92,6.85,15,0
156,0.96150503260064,0.68,6.66,16,0
245,0.99611947184082,0.7471128533817012,11.24,16,0
262,0.99646889946039,0.78036025311013,6.52,15,0
24,0.9989035088,0.93,20.27,15,0
468,0.989062,0.839098366039,9.56,15,0
78,1,0.8817019170826018,11.06,15,0
318,0.98,0.7782112061884024,9.47,15,0
709,0.9847973091,0.56,9.52,16,0
130,0.9927339737074,0.92,14.1,15,0
264,0.98,0.670072,4.94,15,0
336,0.999209369053045,0.86885026,16.1,16,0
126,0.99,0.88557319021,17.4,16,0
608,0.98,0.794769504168073,9.58,16,0
991,0.99,0.777276086304085,7.76,13,0
99,0.989006066,0.615036,6.69,16,0
206,0.94,0.68,6.01,14,0
194,0.9428856323046,0.6606293579286033,8.59,12,0
178,0.98,0.7420954280117906,10.01,15,0
358,0.9389707242806,0.74,5.15,15,0
178,1,0.9157841258220071,8.78,15,0
638,1,0.59,4.79,15,0
435,0.99,0.7345791790425087,8.7,15,0
270,0.96,0.523913466864068,6.48,14,0
95,0.984377852933054,0.8872073,7.92,15,0
180,0.999923053,0.845262826007,11.5,15,0
89,1,0.9284858094,7.22,14,0
721,0.996392049882027,0.7382039,10.93,15,0
144,1,0.877081,16.76,15,0
708,0.975476171058901,0.7076,6.38,14,0
210,1,0.8928389186236005,10.32,15,0
1009,0.987304670959039,0.64,14.07,15,0
791,0.9973582683959039,0.684450683069,14.45,15,0
322,0.9877934043180906,0.5397265220882073,7.47,15,0
37,0.9920255183413076,0.8845022189387061,6.89,15,0
167,0.97104444059,0.81,11.17,13,0
382,0.960824056,0.694091,8.05,12,0
73,0.998944997629208,0.8328806731820096,11.22,15,0
1185,0.971307742076,0.78072,6.71,15,0
172,0.9880494093,0.83,8.11,15,0
254,1,0.873180076,10.85,15,0
192,0.9996555411033,0.8048609238782708,13.57,8,0
249,0.87520092,0.55574842417024,12.55,12,0
287,0.9088,0.6204295111181704,3.92,14,0
946,0.9996771854053,0.7773120745058,11.31,14,0
141,1,0.9229569004613208,10.36,14,0
174,0.99,0.8769421632590505,18.58,10,0
191,0.940851420059,0.6010241405,3.94,13,0
404,0.9,0.3261976657964027,7.92,13,0
375,0.85,0.4,5.06,13,0
227,0.998234164522062,0.789727787729097,7.36,13,0
725,0.979141079,0.683012,3.68,13,0
126,0.990319850051,0.62073,10.76,2,0
229,0.9856874069,0.8707442372914032,11.23,14,0
622,0.85344550095,0.7748641800034,3.81,13,0
140,1,0.78,8.85,12,0
54,0.992980509,0.7413770244873306,11.38,12,0
752,0.995377603727053,0.5147187471076,11.65,13,0
513,0.996386649319062,0.79572303,7.8,13,0
147,0.96214099970059,0.8096,5.93,13,0
287,0.9999073376206,0.836049038,12.55,13,0
359,0.6893158015819076,0.3676037,9.95,9,0
59,0.9670380480731069,0.795920672323022,6.94,13,0
110,0.99,0.895744561085,11.95,13,0
1628,0.98,0.7360490404532051,9.43,12,0
167,1,0.948436054628025,11.94,13,0
54,0.99,0.8792514779194098,5.54,13,0
51,1,0.896131114473065,8.69,13,0
185,0.9693921339055,0.8103817408243404,7.02,9,0
1562,0.989483337087,0.81220085,7.77,12,0
126,0.9991171012090309,0.84,21.76,12,0
350,0.9798749972067,0.68,11.22,12,0
261,0.99184765185085,0.7699067,6.1,9,0
86,0.99,0.93215432957072,11.77,13,0
1386,0.9825049450384107,0.7102912083,9.76,11,0
87,0.99,0.854261261487084,9.77,9,0
817,0.9297812067,0.594042,9.14,8,0
699,0.98083045,0.621261018,4.58,5,0
246,0.873888165017,0.3728525518922056,10.45,5,0
357,0.84,0.56183804755018,5.3,4,0
433,1,0.851054,11.99,11,0
203,0.9914545304448019,0.862966952615057,12,12,0
485,0.9867449910800806,0.77,6.97,10,0
62,1,0.9310382391388088,9.08,12,0
390,0.995087,0.8392042,6.66,12,0
38,0.99831309042,0.896260088835088,20.44,11,0
256,1,0.8664532729850063,10.55,3,0
103,0.994731097,0.75094,14.79,9,0
202,0.9972816548067,0.8609300893041063,13.36,9,0
626,0.95032657061,0.6249000845321045,7.67,10,0
231,0.99703,0.85,7.46,4,0
437,0.767298372037,0.65651374934049,5.95,4,0
229,0.985391727135079,0.814609001041,7.8,12,0
338,0.965052,0.7076101698035,20,9,0
365,0.9790380056,0.6635072,12.46,11,0
1401,0.8,0.51,5.14,7,0
653,0.9252130767791702,0.667555150549046,4.01,9,0
605,1,0.79314192338027,8.34,10,0
833,0.9165401115831089,0.63926062,3.7,9,0
594,0.995177564018,0.7888437503,6.36,8,0
101,1,0.905361,10.15,11,0
143,0.99765762773905,0.92,6.3,5,0
1622,0.978995084,0.741408291069,5.71,11,0
246,0.998038095,0.86288265212078,12.41,11,0
508,0.98082,0.6570542061,6.3,10,0
287,0.99549552031,0.87670384265027,4.84,11,0
573,0.97,0.67,9.33,8,0
645,0.979703063,0.58,9.6,11,0
759,0.9686051,0.8073,7.56,11,0
529,0.98,0.7303075,9.73,3,0
56,1,0.9312083089,10.75,9,0
102,1,0.96217659057,15.12,9,0
120,0.9954416372249301,0.94,16.52,9,0
2052,0.9904651001644009,0.8012682278070905,7.01,11,0
425,0.9946233574215403,0.76,11.1,9,0
380,0.99,0.6645079,5.63,9,0
354,0.99,0.667099960027,4.27,10,0
208,0.998466016,0.913467028,7.12,9,0
87,0.968071,0.6322088,5.05,10,0
512,0.99879440068098,0.69,11.84,9,0
1593,0.97526561998011,0.623075,12.33,10,0
419,1,0.8820699013304,8.9,3,0
153,0.99,0.8851183969237075,8.16,10,0
278,0.999809,0.8884345199066,7.4,9,0
134,0.9982923015,0.87231922750024,8.9,3,0
831,1,0.838622885094,10.54,9,0
65,0.9907580903,0.831713909491095,11.02,11,0
32,0.996986417657046,0.868099,14.58,10,0
377,0.9766563081628051,0.766454533845015,4.09,10,0
1148,0.95033,0.6806449105743066,4.12,3,0
1489,0.9648846775879607,0.72,5.46,10,0
1007,0.91596681598071,0.722057,6.5,9,0
182,0.98,0.7000021971316206,9.95,10,0
212,0.9825603,0.87862425342068,6.42,3,0
1124,0.99490131078,0.8518224063,5.75,9,0
100,1,0.9098,4.59,9,0
609,0.97085,0.73,6.1,10,0
644,0.69,0.49,11.82,8,0
626,0.96910094,0.69597895542063,7.48,10,0
528,0.99997508,0.7550609791073,4.11,7,0
125,0.9986196529877013,0.9158390456011,6.6,9,0
495,0.8877014,0.76,5.56,4,0
155,0.9866105212086,0.79,8.19,7,0
581,0.9918780425022703,0.4549215698311037,14.98,4,0
683,0.9727780593092,0.4584104931482031,14.18,4,0
469,1,0.79,10.86,9,0
667,0.8736498371332031,0.723616087,4.61,9,0
392,0.8077137021893094,0.35883601616074,6.3,8,0
453,0.84734732035,0.66036087029,5.18,7,0
96,0.86464036,0.66,6.53,10,0
882,0.9931467835036,0.83,6.28,9,0
847,0.9838595646598015,0.75,8.11,9,0
281,0.958204,0.77,8.58,9,0
173,0.99913813079,0.8502334975352508,13.41,8,0
54,1,0.81,13.06,10,0
99,1,0.860628850921045,9.57,8,0
383,1,0.8247042244014,11.71,3,0
47,0.977451941023,0.9183771440813202,6.53,10,0
92,1,0.9398032,13.38,10,0
58,0.93,0.816896816071,8.86,9,0
933,0.916086,0.52944806072,8.1,7,0
1016,0.98509358043,0.6696846077,10.11,7,0
162,0.9944919813769407,0.78,7.28,3,0
235,0.983779342043,0.79122532088,7.81,9,0
791,0.94,0.72640078,9.64,9,0
201,0.996065,0.8790232657150702,5.22,8,0
493,0.992014,0.77208571494085,9.93,4,0
537,0.995040284025,0.807704424822042,7.9,4,0
52,0.99921053,0.97,16.04,9,0
1131,0.948618688017,0.57693203077,9.34,7,0
381,0.9999659121898009,0.8668227011647098,12.23,3,0
264,0.8062421968986015,0.55,4.38,9,0
173,0.998220666675068,0.84937979230508,8.34,3,0
100,0.98,0.7513421012,9.86,9,0
852,0.99,0.76,12.17,8,0
382,0.99,0.705099,4.26,6,0
231,0.9862494160082,0.79533542083,3.79,6,0
312,0.98,0.656325075956065,3.67,6,0
653,0.98733087,0.81,4.62,7,0
499,0.9881801233114909,0.7683527595011903,3.8,7,0
266,0.97740179019,0.78509081092,5.53,6,0
187,0.98,0.8301150081038,9.67,9,0
533,0.97797257209026,0.737016,7.27,8,0
125,0.9793102975014,0.8188046,42.75,3,0
79,1,0.88,8.07,9,0
960,0.98717710083,0.6768096,9.72,3,0
314,0.969019,0.71052534027,3.61,3,0
744,0.916481918124024,0.4661290027,12.59,3,0
743,0.9906514458823603,0.7255382359776001,8.64,6,0
494,0.89041854116082,0.632627012405053,7.67,2,0
84,0.9996904024767801,0.8707,20.58,9,0
58,1,0.9490333098207803,11.33,9,0
218,0.6419852128028,0.6493887035,6.05,2,0
460,0.816022397033,0.5347574098934054,5.27,2,0
248,0.6492640976092091,0.49214077,3.71,2,0
401,0.686047581081,0.4474123769975061,5.44,2,0
60,0.992465548002092,0.8203425748013,8.24,4,0
99,0.9798688359706006,0.853141226796401,20.78,9,0
148,0.98638076,0.83,13.73,9,0
92,0.8937009566094,0.839094093,10.09,8,0
19,1,0.82,9.14,8,0
238,0.9910103091,0.822080354857053,10.2,8,0
269,0.9995552941063,0.8038098074,11.06,6,0
623,0.98806172177024,0.74,7.27,3,0
317,0.94261058,0.551547051,10.14,8,0
148,0.97325055,0.86,10.08,8,0
149,0.992856894006701,0.84,12.8,3,0
242,0.9999454029264031,0.774062,4.86,7,0
664,0.87646408,0.600201975032,7.16,5,0
136,0.98588780169065,0.82,8.22,3,0
161,0.999917245945051,0.927102046937035,8.36,4,0
365,0.956653096,0.8013508330056046,6.65,8,0
239,1,0.83206569615082,14.81,3,0
286,0.96826451348099,0.7686427019476002,7.64,4,0
633,0.92,0.79233279188063,3.85,3,0
273,1,0.77777064586099,8.69,8,0
344,0.9839681062,0.65,4.46,7,0
483,0.9521052,0.67,12.1,3,0
273,0.99,0.799077023,8.06,7,0
253,0.97,0.644873999080092,14.29,7,0
334,0.99996084,0.82431056640055,9.07,7,0
620,0.99,0.751917854017,10.55,8,0
355,0.89096896057,0.7470415326099,12.16,3,0
229,0.88,0.70391832918099,8.86,3,0
267,0.929078,0.73,9.77,3,0
56,0.90163001560045,0.852025060807034,8.66,8,0
141,0.9927955747023,0.8081361344011,18.63,3,0
198,0.9913788092,0.86994411746039,6.67,4,0
378,0.992473052,0.80805001,9.8,8,0
190,0.99276831247069,0.87095,9.18,8,0
779,0.97,0.7046,7.71,8,0
240,0.998770047,0.9059,12.52,7,0
401,0.91,0.7550081126707088,3.71,2,0
456,0.983315911933039,0.67,7.54,7,0
316,0.97,0.7700860652080056,8.42,3,0
180,0.7,0.5373066042,4.06,5,0
405,0.99,0.79661221,7.09,4,0
117,0.93301412075,0.8637505916039,10.13,3,0
146,0.95360745035,0.63901975035,14.72,3,0
325,0.92,0.7659811830065,6.68,2,0
387,0.9605664893064,0.73071,4.01,7,0
466,0.95,0.7624109119804707,6.63,4,0
184,0.90057,0.83,12.9,4,0
110,0.954130369034,0.533565129096,15.4,1,0
386,0.96,0.63,6.87,4,0
143,0.9997152712583902,0.9051,11.41,8,0
308,0.9152389889626033,0.6218558541723074,8.29,6,0
414,0.9922055,0.8,14.28,7,0
161,0.98594093,0.79726207683046,14.76,3,0
399,0.829579640403,0.67,6.34,3,0
513,0.989099,0.63,3.72,3,0
146,1,0.88,10.84,7,0
1539,0.9784024,0.674044678370034,10.19,7,0
879,0.97923247146034,0.7933094,12.73,5,0
631,0.9931644036,0.72022030051,12.65,6,0
195,0.99,0.7299339384102502,7.3,3,0
141,0.9973395460044,0.8965608963776702,14.42,6,0
28,1,0.89,8.76,8,0
309,0.9942636864432027,0.8037,13.91,4,0
245,1,0.88,16.17,6,0
99,0.99543903075,0.80527814555062,15.15,7,0
344,0.99036556052,0.57,11.15,7,0
438,0.9193916096,0.68,5.99,1,0
413,0.724842909,0.3595712795309045,15.09,5,0
219,0.99,0.9117902088,7.3,3,0
149,0.95,0.783361116809,10.08,3,0
130,0.99,0.859979399094,6.22,3,0
175,0.9832375588088,0.8027,13.71,6,0
60,0.98803230044,0.84180084,12.31,5,0
170,0.962234219871046,0.73880479427089,9.38,7,0
752,0.991345009996407,0.78,8.73,6,0
666,0.94228111695097,0.779732389410068,6.29,6,0
427,0.9786058,0.79,7.61,7,0
213,0.98,0.8265164206459034,5.02,4,0
316,0.704697099,0.36,6.92,3,0
371,0.95095885616078,0.7822167690045,11.37,3,0
291,0.99,0.81969049,17.3,4,0
656,0.99767261046,0.9122881978231207,12.13,5,0
493,0.97031,0.6066,15.81,3,0
693,0.95973995021,0.65,16.45,4,0
516,0.969925079,0.7189633950188704,7.65,3,0
860,0.965533038,0.69287335247086,9.08,3,0
310,0.9289103025148108,0.7281060117057901,7.6,3,0
339,0.982017517152043,0.76,5.31,4,0
131,1,0.963409899156035,10.08,5,0
1164,0.935089,0.6280013123806,9.6,3,0
225,0.999291686069,0.83,8.15,3,0
816,0.8672154056,0.63,4.35,3,0
976,0.933138041,0.67244073360092,6.26,5,0
427,0.85,0.5022045,4.59,5,0
443,0.96,0.71017665067,6.73,2,0
542,0.887194890602049,0.6446283174253075,4.25,4,0
326,0.8488707769170801,0.8,5.01,2,0
791,0.9701028,0.7402973107036,7.22,5,0
278,0.96294025,0.8226250504075073,10.34,3,0
391,0.96,0.7700225837367062,9.27,3,0
95,0.9891368472019,0.833034,10.31,3,0
875,0.98948440073,0.62013,18.09,3,0
529,0.94,0.76,5.29,6,0
818,0.959322843952037,0.684926502083,7.93,6,0
471,0.998772339164708,0.8301887032,9.73,5,0
892,0.9189606,0.6449198811803099,6.74,3,0
673,0.99,0.7425026,10.58,5,0
497,0.95192374302023,0.73,10.98,2,0
67,0.790931067,0.5150332461024,7.04,3,0
347,0.9636654685280049,0.66,4.69,4,0
402,0.98038,0.8436714172230005,7.89,3,0
1169,0.9928837243824308,0.8072,7.14,6,0
711,0.99183008050026,0.8267214050183203,8.69,6,0
536,0.80820578681019,0.7143092,6.4,5,0
288,0.990079441403084,0.826192718748023,14.81,4,0
129,0.99206,0.86,11.15,3,0
430,0.99,0.62338199413033,8.34,4,0
537,0.9992595738016098,0.8472649217590098,7.54,3,0
60,0.997295452056,0.78316233062,11.33,3,0
555,0.939078,0.595042,10.13,3,0
41,0.999713958810069,0.83898795165042,8.08,4,0
602,0.94,0.7517987270094004,7.67,3,0
325,0.887243496049,0.61,3.78,2,0
458,0.84958817205097,0.56,3.64,3,0
1226,0.86,0.57031,7.4,2,0
243,0.45042332017,0.125444055,4.91,2,0
242,0.9074,0.68,8.45,2,0
550,0.9929646058,0.7721799976990508,13.41,3,0
494,0.986898045,0.84,4.39,4,0
153,0.97,0.90320412082,11.31,4,0
76,0.94,0.7918395338030031,7.62,4,0
1032,0.99,0.7602881617256092,5.17,3,0
416,0.9944047286629104,0.836030106174059,7.04,4,0
348,0.91133426446077,0.59,9.15,3,0
408,0.93369341779086,0.612174866846101,10.52,3,0
285,0.97,0.6674921741093,13.59,3,0
252,0.9554593093,0.6890028,12.72,3,0
231,0.998017069,0.87,23.24,3,0
559,0.99,0.8013873341236206,8.54,5,0
1074,0.8683429801073042,0.5,4.83,4,0
101,0.99,0.87,10.72,3,0
123,0.9814199075,0.82,8.04,4,0
73,1,0.85,10.09,3,0
895,0.8015565664106008,0.62259090358012,3.9,3,0
1344,0.8143203,0.6445398012,4.02,2,0
1553,0.85267029,0.6995882196263602,4.26,3,0
1278,0.87,0.647651691114062,6.09,3,0
568,0.8275047,0.64,4.81,2,0
319,0.9034,0.6525700740891903,5.68,3,0
232,0.998142049093,0.84,6.7,2,0
430,0.98884700547038,0.74,14.29,3,0
293,0.9092,0.68,4.38,4,0
425,0.99,0.8297866716032,15.61,4,0
391,0.9956012,0.86074,12.22,4,0
337,0.998195568233043,0.83,9.32,3,0
365,0.957685281024,0.441,5.31,3,0
281,0.9981165050256603,0.942554576066,7.31,5,0
106,0.98,0.84,6.16,3,0
57,0.8639003711432025,0.36033634325002606,11.35,2,0
53,1,0.88,7.53,4,0
87,0.9987371445856019,0.86,13.02,4,0
424,0.8180592621001701,0.1225822519044,4.5,3,0
80,1,0.92,6.61,6,0
56,0.9839096846917099,0.9088,11.46,6,0
790,0.954055140059,0.5096,6.45,3,0
465,0.99,0.8644279028,7.96,4,0
598,0.86,0.6004612968245087,6.29,5,0
478,0.99,0.8299921568078,7.81,3,0
157,0.93052,0.73,11.32,4,0
773,0.997313023,0.8235409697087,10.54,6,0
106,0.999099,0.92,23.27,3,0
561,0.9943669774952406,0.8596069232636505,7.92,6,0
129,0.99,0.89,16.2,6,0
81,0.991376414841605,0.84,51.37,2,0
390,0.9945051,0.788671006800058,9.06,3,0
82,0.973839013,0.870500835577073,16.44,5,0
336,0.9962997804,0.656903790642064,17.58,4,0
147,0.96,0.66991901031046,5.48,2,0
135,0.9229671467201044,0.70182678034073,6.96,5,0
248,0.97036027,0.730575721016073,3.76,3,0
285,0.974975022,0.79457396072,10.06,5,0
2207,0.945032,0.51917003,9.34,5,0
210,0.989664057,0.87264086,7.1,5,0
367,0.918098,0.704991990101083,8.06,3,0
74,0.9690376692770035,0.81,10.78,4,0
143,0.9839620076296004,0.76317091,6,3,0
112,0.97522889504095,0.735028,25.95,3,0
71,0.9859366154621205,0.85,9.53,3,0
137,0.99,0.89760664606051,8.99,4,0
242,0.969382162159081,0.634755028,4.87,3,0
551,0.836546386883023,0.57064,3.94,3,0
351,0.98391077,0.64944304035,9.19,3,0
490,0.99,0.76,11.13,3,0
171,0.86,0.7857892486096,6.71,3,0
278,0.67232409023,0.356172390079,8.24,3,0
385,0.97,0.8164200377869202,10.87,4,0
504,0.9995554544549407,0.917089066,8.64,3,0
334,1,0.79,14.24,4,0
302,0.86048,0.63,8.69,3,0
245,0.99420491,0.8087729799681005,14.76,4,0
335,1,0.7503099786025,10.83,3,0
134,0.9807470549628031,0.726581150426069,4.69,5,0
29,0.9919389820705607,0.879979151604089,15.7,4,0
748,0.79,0.6188167955680105,7.18,3,0
198,0.9575995088,0.8320000040096086,14.6,4,0
311,0.9765043,0.73,5.4,3,0
1212,0.877470052,0.6755077,4.38,3,0
70,0.7484799517596006,0.7015,4.42,5,0
1067,0.878430032,0.6209273091670025,4.53,3,0
1167,0.85,0.661188540227086,5,3,0
1142,0.868440043561039,0.69,5.42,3,0
80,0.97090507049,0.83,11.81,4,0
376,0.802772481063,0.4002259138008038,8.23,3,0
116,1,0.911829094,19.63,5,0
98,0.999867092,0.8122602715271035,17.86,4,0
229,0.5138721456624707,0.3872531014302036,11.08,3,0
390,0.482107650076,0.334296331063068,9.94,3,0
230,0.98,0.8031051,7.38,3,0
28,0.902376910017,0.74911402055,6.39,2,0
230,0.95840035,0.675083,10.71,4,0
991,0.99316258184042,0.79716711359064,5.12,5,0
1357,0.93,0.4989210829636303,8.18,4,0
470,0.88,0.5432754441843506,7.32,3,0
91,0.99436688014,0.87,11.45,4,0
489,0.979333065,0.757519456830032,9.99,4,0
413,0.95,0.6901396208093026,7.67,3,0
174,0.9993128269150908,0.8479152965789037,10.47,4,0
42,0.9505207273900039,0.7164537313562204,7.05,4,0
1140,0.95175734424024,0.687402038478037,6.13,3,0
300,0.94,0.874749023047,14.19,4,0
767,0.86,0.6625044129499088,6.54,1,0
108,0.9993838763575605,0.9196547633001408,4.57,3,0
928,0.9782321889527001,0.7057,10.56,3,0
76,1,0.822935252064,9.9,3,0
372,0.9880513530065,0.89651289037,6.98,3,0
145,0.9950541689914002,0.8588689314275704,9.05,3,0
359,0.99628012,0.8299560971563087,4.49,3,0
219,0.99,0.765018,12.3,5,0
80,1,0.84,11.16,3,0
20,1,0.7,8.95,4,0
1404,0.79,0.45,16.03,3,0
223,0.94975368532065,0.73828202487048,9.09,3,0
447,0.9909015,0.76,5.67,3,0
378,0.99924022655063,0.862249073,7.95,5,0
159,0.999501374084,0.9,7.99,3,0
165,0.9682301516082,0.815317078,6.85,2,0
54,1,0.932751803,9.34,3,0
555,0.99758377012,0.77702252891902,13.47,3,0
1033,0.943732166044,0.6296767022,8.99,4,0
379,0.90325977781094,0.6867493402013,5.81,3,0
595,1,0.8491816893532308,11.8,5,0
539,0.99648436729022,0.79,13.09,4,0
377,0.990970256833062,0.77801852887068,12.91,3,0
155,0.96802,0.865575092,12.58,4,0
1568,0.97517368364015,0.8390587263890007,6.09,3,0
241,0.837754380620703,0.6071877022,7.02,2,0
2195,0.9830201445021,0.74671010407,7.41,3,0
